code,naam,niveau,indicator,jaar,waarde
71016A42-,WINTERSLAG - TUINWIJK II & IV,sector,inkomen_gemiddeld,2023,26549.0
71016A432,SCHEMMERSBERG,sector,inkomen_mediaan,2023,37474.0
71016A432,SCHEMMERSBERG,sector,inkomen_gemiddeld,2023,43019.0
71016A490,BOKRIJK DOMEIN,sector,inkomen_mediaan,2023,35177.0
71016A490,BOKRIJK DOMEIN,sector,inkomen_gemiddeld,2023,45526.0
71016A4AB,WENNEL,sector,inkomen_mediaan,2023,41743.0
71016A4AB,WENNEL,sector,inkomen_gemiddeld,2023,44300.0
71016A4OB,BOXBERGHEIDE,sector,inkomen_mediaan,2023,34970.0
71016A4OB,BOXBERGHEIDE,sector,inkomen_gemiddeld,2023,41959.0
71016A500,OUD-TERMIEN,sector,inkomen_mediaan,2023,33652.0
71016A500,OUD-TERMIEN,sector,inkomen_gemiddeld,2023,41378.0
71016A51-,TERMIEN - TUINWIJK,sector,inkomen_mediaan,2023,24302.0
71016A51-,TERMIEN - TUINWIJK,sector,inkomen_gemiddeld,2023,27452.0
71016A512,TERMIEN - KLOOSTER,sector,inkomen_mediaan,2023,28709.0
71016A512,TERMIEN - KLOOSTER,sector,inkomen_gemiddeld,2023,34221.0
71016A579,INDUSTRIEZONE-ZUID,sector,inkomen_mediaan,2023,32193.0
71016A579,INDUSTRIEZONE-ZUID,sector,inkomen_gemiddeld,2023,38099.0
71016A590,DE MATEN,sector,inkomen_mediaan,2023,35619.0
71016A590,DE MATEN,sector,inkomen_gemiddeld,2023,46371.0
71016A600,BOKRIJK,sector,inkomen_mediaan,2023,37836.0
71016A600,BOKRIJK,sector,inkomen_gemiddeld,2023,56524.0
71016A700,OUD SLEDDERLO,sector,inkomen_mediaan,2023,36711.0
71016A700,OUD SLEDDERLO,sector,inkomen_gemiddeld,2023,40316.0
71016A71-,TERBOEKT,sector,inkomen_mediaan,2023,36045.0
71016A71-,TERBOEKT,sector,inkomen_gemiddeld,2023,46701.0
71016A723,KOEBAAN,sector,inkomen_mediaan,2023,29760.0
71016A723,KOEBAAN,sector,inkomen_gemiddeld,2023,35813.0
71016A734,NIEUW SLEDDERLO,sector,inkomen_mediaan,2023,23258.0
71016A734,NIEUW SLEDDERLO,sector,inkomen_gemiddeld,2023,23538.0
71016A791,MEIBOS,sector,inkomen_mediaan,2023,38406.0
71016A791,MEIBOS,sector,inkomen_gemiddeld,2023,43992.0
71016A800,GELIEREN - HOOGZIJ,sector,inkomen_mediaan,2023,41146.0
71016A800,GELIEREN - HOOGZIJ,sector,inkomen_gemiddeld,2023,57562.0
71016A890,KATTEVENNE,sector,inkomen_mediaan,2023,26810.0
71016A890,KATTEVENNE,sector,inkomen_gemiddeld,2023,40378.0
71016A912,CAETSBEEK,sector,inkomen_mediaan,2023,37609.0
71016A912,CAETSBEEK,sector,inkomen_gemiddeld,2023,42539.0
71016B11-,OUD-WATERSCHEI,sector,inkomen_mediaan,2023,30955.0
71016B11-,OUD-WATERSCHEI,sector,inkomen_gemiddeld,2023,38632.0
71016B1AB,WATERSCHEI-ZUID,sector,inkomen_mediaan,2023,27873.0
71016B1AB,WATERSCHEI-ZUID,sector,inkomen_gemiddeld,2023,32500.0
71016B1BB,WATERSCHEI-NOORD,sector,inkomen_mediaan,2023,26139.0
71016B1BB,WATERSCHEI-NOORD,sector,inkomen_gemiddeld,2023,28326.0
71016B1CB,NIEUW-TEXAS,sector,inkomen_mediaan,2023,21542.0
71016B1CB,NIEUW-TEXAS,sector,inkomen_gemiddeld,2023,23949.0
71016B201,ZWARTBERG - TUINWIJK-NOORD,sector,inkomen_mediaan,2023,26190.0
71016B201,ZWARTBERG - TUINWIJK-NOORD,sector,inkomen_gemiddeld,2023,29321.0
71016B220,HOEVENZAVEL,sector,inkomen_mediaan,2023,31857.0
71016B220,HOEVENZAVEL,sector,inkomen_gemiddeld,2023,36597.0
71016B222,HOEVENZAVEL,sector,inkomen_mediaan,2023,24474.0
71016B222,HOEVENZAVEL,sector,inkomen_gemiddeld,2023,28030.0
71016B233,DRIEHOEVEN,sector,inkomen_mediaan,2023,30840.0
71016B233,DRIEHOEVEN,sector,inkomen_gemiddeld,2023,35689.0
71016B242,NIEUWE KEMPEN,sector,inkomen_mediaan,2023,29803.0
71016B242,NIEUWE KEMPEN,sector,inkomen_gemiddeld,2023,34417.0
71016B29-,ZWARTBERG-KOOLMIJN-VLIEGVELD,sector,inkomen_mediaan,2023,32646.0
71016B29-,ZWARTBERG-KOOLMIJN-VLIEGVELD,sector,inkomen_gemiddeld,2023,34610.0
71016B2AA,ZWARTBERG-ZUID,sector,inkomen_mediaan,2023,25044.0
71016B2AA,ZWARTBERG-ZUID,sector,inkomen_gemiddeld,2023,28924.0
71016B2BA,NIEUW-DRIEHOEVEN,sector,inkomen_mediaan,2023,24182.0
71016B2BA,NIEUW-DRIEHOEVEN,sector,inkomen_gemiddeld,2023,27391.0
71016A001,GENK-CENTRUM,sector,onderwijs_hoog,2021,21.1
71016A001,GENK-CENTRUM,sector,onderwijs_middel,2021,33.9
71016A001,GENK-CENTRUM,sector,onderwijs_laag,2021,45.0
71016A010,MOLENBLOOK,sector,onderwijs_hoog,2021,50.62
71016A010,MOLENBLOOK,sector,onderwijs_middel,2021,29.74
71016A010,MOLENBLOOK,sector,onderwijs_laag,2021,19.64
71016A02-,VLAKVELD,sector,onderwijs_hoog,2021,18.87
71016A02-,VLAKVELD,sector,onderwijs_middel,2021,35.94
71016A02-,VLAKVELD,sector,onderwijs_laag,2021,45.19
71016A03-,GENK-CENTRUM - NOORD,sector,onderwijs_hoog,2021,31.89
71016A03-,GENK-CENTRUM - NOORD,sector,onderwijs_middel,2021,33.66
71016A03-,GENK-CENTRUM - NOORD,sector,onderwijs_laag,2021,34.45
71016A04-,BRETHEI,sector,onderwijs_hoog,2021,37.01
71016A04-,BRETHEI,sector,onderwijs_middel,2021,36.98
71016A04-,BRETHEI,sector,onderwijs_laag,2021,26.01
71016A0PA,MELBERG-NATUUR,sector,onderwijs_hoog,2021,38.6
71016A0PA,MELBERG-NATUUR,sector,onderwijs_middel,2021,26.32
71016A0PA,MELBERG-NATUUR,sector,onderwijs_laag,2021,35.09
71016A20-,KOLDERBOS,sector,onderwijs_hoog,2021,9.52
71016A20-,KOLDERBOS,sector,onderwijs_middel,2021,34.38
71016A20-,KOLDERBOS,sector,onderwijs_laag,2021,56.1
71016A210,LANGERLO,sector,onderwijs_hoog,2021,26.67
71016A210,LANGERLO,sector,onderwijs_middel,2021,42.31
71016A210,LANGERLO,sector,onderwijs_laag,2021,31.03
71016A292,FLETERSDEL,sector,onderwijs_hoog,2021,41.36
71016A292,FLETERSDEL,sector,onderwijs_middel,2021,34.35
71016A292,FLETERSDEL,sector,onderwijs_laag,2021,24.3
71016A300,WINTERSLAG - TUINWIJK I,sector,onderwijs_hoog,2021,17.84
71016A300,WINTERSLAG - TUINWIJK I,sector,onderwijs_middel,2021,41.82
71016A300,WINTERSLAG - TUINWIJK I,sector,onderwijs_laag,2021,40.34
71016A310,OUD-WINTERSLAG,sector,onderwijs_hoog,2021,24.51
71016A310,OUD-WINTERSLAG,sector,onderwijs_middel,2021,42.33
71016A310,OUD-WINTERSLAG,sector,onderwijs_laag,2021,33.16
71016A370,WINTERSLAG KOOLMIJN,sector,onderwijs_hoog,2021,30.21
71016A370,WINTERSLAG KOOLMIJN,sector,onderwijs_middel,2021,44.79
71016A370,WINTERSLAG KOOLMIJN,sector,onderwijs_laag,2021,25.0
71016A41-,HASSELTWEG,sector,onderwijs_hoog,2021,32.45
71016A41-,HASSELTWEG,sector,onderwijs_middel,2021,37.48
71016A41-,HASSELTWEG,sector,onderwijs_laag,2021,30.07
71016A42-,WINTERSLAG - TUINWIJK II & IV,sector,onderwijs_hoog,2021,6.07
71016A42-,WINTERSLAG - TUINWIJK II & IV,sector,onderwijs_middel,2021,36.88
71016A42-,WINTERSLAG - TUINWIJK II & IV,sector,onderwijs_laag,2021,57.05
71016A432,SCHEMMERSBERG,sector,onderwijs_hoog,2021,23.45
71016A432,SCHEMMERSBERG,sector,onderwijs_middel,2021,48.0
71016A432,SCHEMMERSBERG,sector,onderwijs_laag,2021,28.55
71016A490,BOKRIJK DOMEIN,sector,onderwijs_hoog,2021,31.94
71016A490,BOKRIJK DOMEIN,sector,onderwijs_middel,2021,33.33
71016A490,BOKRIJK DOMEIN,sector,onderwijs_laag,2021,34.72
71016A4AB,WENNEL,sector,onderwijs_hoog,2021,17.31
71016A4AB,WENNEL,sector,onderwijs_middel,2021,41.35
71016A4AB,WENNEL,sector,onderwijs_laag,2021,41.35
71016A4OB,BOXBERGHEIDE,sector,onderwijs_hoog,2021,25.81
71016A4OB,BOXBERGHEIDE,sector,onderwijs_middel,2021,36.93
71016A4OB,BOXBERGHEIDE,sector,onderwijs_laag,2021,37.26
71016A500,OUD-TERMIEN,sector,onderwijs_hoog,2021,25.62
71016A500,OUD-TERMIEN,sector,onderwijs_middel,2021,39.63
71016A500,OUD-TERMIEN,sector,onderwijs_laag,2021,34.75
71016A51-,TERMIEN - TUINWIJK,sector,onderwijs_hoog,2021,9.68
71016A51-,TERMIEN - TUINWIJK,sector,onderwijs_middel,2021,37.01
71016A51-,TERMIEN - TUINWIJK,sector,onderwijs_laag,2021,53.32
71016A512,TERMIEN - KLOOSTER,sector,onderwijs_hoog,2021,25.89
71016A512,TERMIEN - KLOOSTER,sector,onderwijs_middel,2021,35.28
71016A512,TERMIEN - KLOOSTER,sector,onderwijs_laag,2021,38.83
71016A579,INDUSTRIEZONE-ZUID,sector,onderwijs_hoog,2021,18.42
71016A579,INDUSTRIEZONE-ZUID,sector,onderwijs_middel,2021,33.55
71016A579,INDUSTRIEZONE-ZUID,sector,onderwijs_laag,2021,48.03
71016A590,DE MATEN,sector,onderwijs_hoog,2021,40.51
71016A590,DE MATEN,sector,onderwijs_middel,2021,35.02
71016A590,DE MATEN,sector,onderwijs_laag,2021,24.47
71016A600,BOKRIJK,sector,onderwijs_hoog,2021,48.57
71016A600,BOKRIJK,sector,onderwijs_middel,2021,30.23
71016A600,BOKRIJK,sector,onderwijs_laag,2021,21.2
71016A700,OUD SLEDDERLO,sector,onderwijs_hoog,2021,23.92
71016A700,OUD SLEDDERLO,sector,onderwijs_middel,2021,41.67
71016A700,OUD SLEDDERLO,sector,onderwijs_laag,2021,34.41
71016A71-,TERBOEKT,sector,onderwijs_hoog,2021,34.06
71016A71-,TERBOEKT,sector,onderwijs_middel,2021,40.33
71016A71-,TERBOEKT,sector,onderwijs_laag,2021,25.61
71016A723,KOEBAAN,sector,onderwijs_hoog,2021,23.45
71016A723,KOEBAAN,sector,onderwijs_middel,2021,44.49
71016A723,KOEBAAN,sector,onderwijs_laag,2021,32.06
71016A734,NIEUW SLEDDERLO,sector,onderwijs_hoog,2021,4.26
71016A734,NIEUW SLEDDERLO,sector,onderwijs_middel,2021,34.63
71016A734,NIEUW SLEDDERLO,sector,onderwijs_laag,2021,61.11
71016A791,MEIBOS,sector,onderwijs_hoog,2021,47.46
71016A791,MEIBOS,sector,onderwijs_middel,2021,32.2
71016A791,MEIBOS,sector,onderwijs_laag,2021,20.34
71016A800,GELIEREN - HOOGZIJ,sector,onderwijs_hoog,2021,47.87
71016A800,GELIEREN - HOOGZIJ,sector,onderwijs_middel,2021,33.39
71016A800,GELIEREN - HOOGZIJ,sector,onderwijs_laag,2021,18.74
71016A890,KATTEVENNE,sector,onderwijs_hoog,2021,45.45
71016A890,KATTEVENNE,sector,onderwijs_middel,2021,27.27
71016A890,KATTEVENNE,sector,onderwijs_laag,2021,27.27
71016A912,CAETSBEEK,sector,onderwijs_hoog,2021,26.87
71016A912,CAETSBEEK,sector,onderwijs_middel,2021,45.63
71016A912,CAETSBEEK,sector,onderwijs_laag,2021,27.51
71016B11-,OUD-WATERSCHEI,sector,onderwijs_hoog,2021,22.33
71016B11-,OUD-WATERSCHEI,sector,onderwijs_middel,2021,39.83
71016B11-,OUD-WATERSCHEI,sector,onderwijs_laag,2021,37.83
71016B1AB,WATERSCHEI-ZUID,sector,onderwijs_hoog,2021,17.62
71016B1AB,WATERSCHEI-ZUID,sector,onderwijs_middel,2021,38.06
71016B1AB,WATERSCHEI-ZUID,sector,onderwijs_laag,2021,44.31
71016B1BB,WATERSCHEI-NOORD,sector,onderwijs_hoog,2021,7.59
71016B1BB,WATERSCHEI-NOORD,sector,onderwijs_middel,2021,38.59
71016B1BB,WATERSCHEI-NOORD,sector,onderwijs_laag,2021,53.81
71016B1CB,NIEUW-TEXAS,sector,onderwijs_hoog,2021,7.95
71016B1CB,NIEUW-TEXAS,sector,onderwijs_middel,2021,32.53
71016B1CB,NIEUW-TEXAS,sector,onderwijs_laag,2021,59.52
71016B201,ZWARTBERG - TUINWIJK-NOORD,sector,onderwijs_hoog,2021,8.74
71016B201,ZWARTBERG - TUINWIJK-NOORD,sector,onderwijs_middel,2021,36.68
71016B201,ZWARTBERG - TUINWIJK-NOORD,sector,onderwijs_laag,2021,54.58
71016B220,HOEVENZAVEL,sector,onderwijs_hoog,2021,15.91
71016B220,HOEVENZAVEL,sector,onderwijs_middel,2021,41.01
71016B220,HOEVENZAVEL,sector,onderwijs_laag,2021,43.09
71016B222,HOEVENZAVEL,sector,onderwijs_hoog,2021,10.64
71016B222,HOEVENZAVEL,sector,onderwijs_middel,2021,39.72
71016B222,HOEVENZAVEL,sector,onderwijs_laag,2021,49.65
71016B233,DRIEHOEVEN,sector,onderwijs_hoog,2021,16.5
71016B233,DRIEHOEVEN,sector,onderwijs_middel,2021,47.95
71016B233,DRIEHOEVEN,sector,onderwijs_laag,2021,35.55
71016B242,NIEUWE KEMPEN,sector,onderwijs_hoog,2021,15.65
71016B242,NIEUWE KEMPEN,sector,onderwijs_middel,2021,39.66
71016B242,NIEUWE KEMPEN,sector,onderwijs_laag,2021,44.69
71016B29-,ZWARTBERG-KOOLMIJN-VLIEGVELD,sector,onderwijs_hoog,2021,25.0
71016B29-,ZWARTBERG-KOOLMIJN-VLIEGVELD,sector,onderwijs_middel,2021,50.0
71016B29-,ZWARTBERG-KOOLMIJN-VLIEGVELD,sector,onderwijs_laag,2021,25.0
71016B2AA,ZWARTBERG-ZUID,sector,onderwijs_hoog,2021,9.11
71016B2AA,ZWARTBERG-ZUID,sector,onderwijs_middel,2021,38.58
71016B2AA,ZWARTBERG-ZUID,sector,onderwijs_laag,2021,52.31
71016B2BA,NIEUW-DRIEHOEVEN,sector,onderwijs_hoog,2021,8.15
71016B2BA,NIEUW-DRIEHOEVEN,sector,onderwijs_middel,2021,35.24
71016B2BA,NIEUW-DRIEHOEVEN,sector,onderwijs_laag,2021,56.61
71016W01,Bokrijk,wijk,nationaliteit_niet_belg,2025,6.64
71016W01,Bokrijk,wijk,nationaliteit_belg,2025,93.36
71016W02,Boxbergheide,wijk,nationaliteit_niet_belg,2025,6.36
71016W02,Boxbergheide,wijk,nationaliteit_belg,2025,93.64
71016W03,Bret,wijk,nationaliteit_niet_belg,2025,7.14
71016W03,Bret,wijk,nationaliteit_belg,2025,92.86
71016W04,Driehoeven,wijk,nationaliteit_niet_belg,2025,9.98
71016W04,Driehoeven,wijk,nationaliteit_belg,2025,90.02
71016W05,Gelieren,wijk,nationaliteit_niet_belg,2025,4.03
71016W05,Gelieren,wijk,nationaliteit_belg,2025,95.97
71016W06,Genk-Centrum,wijk,nationaliteit_niet_belg,2025,20.38
71016W06,Genk-Centrum,wijk,nationaliteit_belg,2025,79.62
71016W07,Genk-Centrum-Noord,wijk,nationaliteit_niet_belg,2025,13.28
71016W07,Genk-Centrum-Noord,wijk,nationaliteit_belg,2025,86.72
71016W08,Hasseltweg,wijk,nationaliteit_niet_belg,2025,6.29
71016W08,Hasseltweg,wijk,nationaliteit_belg,2025,93.71
71016W09,Hoevenzavel,wijk,nationaliteit_niet_belg,2025,20.25
71016W09,Hoevenzavel,wijk,nationaliteit_belg,2025,79.75
71016W10,Industrieterrein Genk-Noord,wijk,nationaliteit_niet_belg,2025,17.14
71016W10,Industrieterrein Genk-Noord,wijk,nationaliteit_belg,2025,82.86
71016W11,Industrieterrein Genk-Zuid,wijk,nationaliteit_niet_belg,2025,7.28
71016W11,Industrieterrein Genk-Zuid,wijk,nationaliteit_belg,2025,92.72
71016W12,Kattevenne,wijk,nationaliteit_niet_belg,2025,19.23
71016W12,Kattevenne,wijk,nationaliteit_belg,2025,80.77
71016W13,Kolderbos,wijk,nationaliteit_niet_belg,2025,17.73
71016W13,Kolderbos,wijk,nationaliteit_belg,2025,82.27
71016W14,Langerlo,wijk,nationaliteit_niet_belg,2025,10.68
71016W14,Langerlo,wijk,nationaliteit_belg,2025,89.32
71016W15,Molenblook,wijk,nationaliteit_niet_belg,2025,10.54
71016W15,Molenblook,wijk,nationaliteit_belg,2025,89.46
71016W16,Nieuw Sledderlo,wijk,nationaliteit_niet_belg,2025,16.56
71016W16,Nieuw Sledderlo,wijk,nationaliteit_belg,2025,83.44
71016W17,Nieuw-Driehoeven,wijk,nationaliteit_niet_belg,2025,12.1
71016W17,Nieuw-Driehoeven,wijk,nationaliteit_belg,2025,87.9
71016W18,Nieuw-Termien,wijk,nationaliteit_niet_belg,2025,12.68
71016W18,Nieuw-Termien,wijk,nationaliteit_belg,2025,87.32
71016W19,Nieuw-Texas,wijk,nationaliteit_niet_belg,2025,14.29
71016W19,Nieuw-Texas,wijk,nationaliteit_belg,2025,85.71
71016W20,Nieuwe Kempen,wijk,nationaliteit_niet_belg,2025,20.01
71016W20,Nieuwe Kempen,wijk,nationaliteit_belg,2025,79.99
71016W21,Oud-Sledderlo,wijk,nationaliteit_niet_belg,2025,8.75
71016W21,Oud-Sledderlo,wijk,nationaliteit_belg,2025,91.25
71016W22,Oud-Termien,wijk,nationaliteit_niet_belg,2025,4.88
71016W22,Oud-Termien,wijk,nationaliteit_belg,2025,95.12
71016W23,Oud-Waterschei,wijk,nationaliteit_niet_belg,2025,11.06
71016W23,Oud-Waterschei,wijk,nationaliteit_belg,2025,88.94
71016W24,Oud-Winterslag,wijk,nationaliteit_niet_belg,2025,11.16
71016W24,Oud-Winterslag,wijk,nationaliteit_belg,2025,88.84
71016W25,Vlakveld,wijk,nationaliteit_niet_belg,2025,15.14
71016W25,Vlakveld,wijk,nationaliteit_belg,2025,84.86
71016W26,Waterschei-Noord,wijk,nationaliteit_niet_belg,2025,17.55
71016W26,Waterschei-Noord,wijk,nationaliteit_belg,2025,82.45
71016W27,Waterschei-Zuid,wijk,nationaliteit_niet_belg,2025,22.38
71016W27,Waterschei-Zuid,wijk,nationaliteit_belg,2025,77.62
71016W28,Winterslag 1,wijk,nationaliteit_niet_belg,2025,16.06
71016W28,Winterslag 1,wijk,nationaliteit_belg,2025,83.94
71016W29,Winterslag 2 en 4,wijk,nationaliteit_niet_belg,2025,15.97
71016W29,Winterslag 2 en 4,wijk,nationaliteit_belg,2025,84.03
71016W30,Zwartberg-Noord,wijk,nationaliteit_niet_belg,2025,22.53
71016W30,Zwartberg-Noord,wijk,nationaliteit_belg,2025,77.47
71016W31,Zwartberg-Zuid,wijk,nationaliteit_niet_belg,2025,17.71
71016W31,Zwartberg-Zuid,wijk,nationaliteit_belg,2025,82.29
Centrum,Genk-Centrum,buurt,bevolking,2025,11970.0
Centrum,Genk-Centrum,buurt,bevolking_dichtheid,2025,2749.0
Centrum,Genk-Centrum,buurt,demografie_65plus,2025,25.23
Centrum,Genk-Centrum,buurt,vergrijzingsindex,2025,177.8
Centrum,Genk-Centrum,buurt,demografie_0_19,2025,14.19
Centrum,Genk-Centrum,buurt,demografie_20_64,2025,60.57
Centrum,Genk-Centrum,buurt,inkomen_mediaan,2023,29323.0
Centrum,Genk-Centrum,buurt,inkomen_gemiddeld,2023,38634.0
Centrum,Genk-Centrum,buurt,onderwijs_laag,2021,36.76
Centrum,Genk-Centrum,buurt,onderwijs_middel,2021,33.43
Centrum,Genk-Centrum,buurt,onderwijs_hoog,2021,29.8
Centrum,Genk-Centrum,buurt,nationaliteit_niet_belg,2025,15.38
Centrum,Genk-Centrum,buurt,nationaliteit_belg,2025,84.62
Noord,Genk-Noord,buurt,bevolking,2025,9143.0
Noord,Genk-Noord,buurt,bevolking_dichtheid,2025,781.0
Noord,Genk-Noord,buurt,demografie_65plus,2025,12.96
Noord,Genk-Noord,buurt,vergrijzingsindex,2025,59.0
Noord,Genk-Noord,buurt,demografie_0_19,2025,21.98
Noord,Genk-Noord,buurt,demografie_20_64,2025,65.05
Noord,Genk-Noord,buurt,inkomen_mediaan,2023,28063.0
Noord,Genk-Noord,buurt,inkomen_gemiddeld,2023,32122.0
Noord,Genk-Noord,buurt,onderwijs_laag,2021,47.41
Noord,Genk-Noord,buurt,onderwijs_middel,2021,39.94
Noord,Genk-Noord,buurt,onderwijs_hoog,2021,12.64
Noord,Genk-Noord,buurt,nationaliteit_niet_belg,2025,18.56
Noord,Genk-Noord,buurt,nationaliteit_belg,2025,81.44
Oost,Genk-Oost,buurt,bevolking,2025,11146.0
Oost,Genk-Oost,buurt,bevolking_dichtheid,2025,818.0
Oost,Genk-Oost,buurt,demografie_65plus,2025,12.03
Oost,Genk-Oost,buurt,vergrijzingsindex,2025,51.8
Oost,Genk-Oost,buurt,demografie_0_19,2025,23.24
Oost,Genk-Oost,buurt,demografie_20_64,2025,64.72
Oost,Genk-Oost,buurt,inkomen_mediaan,2023,27988.0
Oost,Genk-Oost,buurt,inkomen_gemiddeld,2023,32729.0
Oost,Genk-Oost,buurt,onderwijs_laag,2021,45.9
Oost,Genk-Oost,buurt,onderwijs_middel,2021,38.57
Oost,Genk-Oost,buurt,onderwijs_hoog,2021,15.53
Oost,Genk-Oost,buurt,nationaliteit_niet_belg,2025,16.48
Oost,Genk-Oost,buurt,nationaliteit_belg,2025,83.52
West,Genk-West,buurt,bevolking,2025,12705.0
West,Genk-West,buurt,bevolking_dichtheid,2025,1261.0
West,Genk-West,buurt,demografie_65plus,2025,13.51
West,Genk-West,buurt,vergrijzingsindex,2025,58.9
West,Genk-West,buurt,demografie_0_19,2025,22.93
West,Genk-West,buurt,demografie_20_64,2025,63.56
West,Genk-West,buurt,inkomen_mediaan,2023,31348.0
West,Genk-West,buurt,inkomen_gemiddeld,2023,36681.0
West,Genk-West,buurt,onderwijs_laag,2021,40.7
West,Genk-West,buurt,onderwijs_middel,2021,39.94
West,Genk-West,buurt,onderwijs_hoog,2021,19.36
West,Genk-West,buurt,nationaliteit_niet_belg,2025,11.48
West,Genk-West,buurt,nationaliteit_belg,2025,88.52
Noord,Genk-Noord,campagnebuurt,screening,2020,0.5076
Noord,Genk-Noord,campagnebuurt,screening,2021,0.5006
Noord,Genk-Noord,campagnebuurt,screening,2022,0.4964
Noord,Genk-Noord,campagnebuurt,screening,2023,0.5167
Noord,Genk-Noord,campagnebuurt,screening,2024,0.5389
Oost,Genk-Oost,campagnebuurt,screening,2020,0.4948
Oost,Genk-Oost,campagnebuurt,screening,2021,0.51
Oost,Genk-Oost,campagnebuurt,screening,2022,0.4978
Oost,Genk-Oost,campagnebuurt,screening,2023,0.5008
Oost,Genk-Oost,campagnebuurt,screening,2024,0.4975
West,Genk-West,campagnebuurt,screening,2020,0.5304
West,Genk-West,campagnebuurt,screening,2021,0.5508
West,Genk-West,campagnebuurt,screening,2022,0.5392
West,Genk-West,campagnebuurt,screening,2023,0.5614
West,Genk-West,campagnebuurt,screening,2024,0.563
Centrum,Genk-Centrum,campagnebuurt,screening,2020,0.5547
Centrum,Genk-Centrum,campagnebuurt,screening,2021,0.5607
Centrum,Genk-Centrum,campagnebuurt,screening,2022,0.547
Centrum,Genk-Centrum,campagnebuurt,screening,2023,0.5493
Centrum,Genk-Centrum,campagnebuurt,screening,2024,0.552
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_0_9,2025,9.75
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_10_19,2025,12.23
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_20_29,2025,11.59
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_30_39,2025,11.59
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_40_49,2025,13.25
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_50_59,2025,13.41
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_60_69,2025,15.22
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_70_79,2025,9.09
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_80_89,2025,3.1
Noord,Genk-Noord,campagnebuurt,demografie_leeftijd_90plus,2025,0.77
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_0_9,2025,9.76
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_10_19,2025,13.48
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_20_29,2025,12.38
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_30_39,2025,12.38
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_40_49,2025,13.88
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_50_59,2025,13.02
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_60_69,2025,13.06
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_70_79,2025,7.97
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_80_89,2025,3.49
Oost,Genk-Oost,campagnebuurt,demografie_leeftijd_90plus,2025,0.56
West,Genk-West,campagnebuurt,demografie_leeftijd_0_9,2025,10.09
West,Genk-West,campagnebuurt,demografie_leeftijd_10_19,2025,12.84
West,Genk-West,campagnebuurt,demografie_leeftijd_20_29,2025,11.2
West,Genk-West,campagnebuurt,demografie_leeftijd_30_39,2025,12.33
West,Genk-West,campagnebuurt,demografie_leeftijd_40_49,2025,13.87
West,Genk-West,campagnebuurt,demografie_leeftijd_50_59,2025,13.65
West,Genk-West,campagnebuurt,demografie_leeftijd_60_69,2025,12.51
West,Genk-West,campagnebuurt,demografie_leeftijd_70_79,2025,8.47
West,Genk-West,campagnebuurt,demografie_leeftijd_80_89,2025,4.13
West,Genk-West,campagnebuurt,demografie_leeftijd_90plus,2025,0.9
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_0_9,2025,7.02
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_10_19,2025,7.17
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_20_29,2025,11.28
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_30_39,2025,11.87
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_40_49,2025,10.24
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_50_59,2025,11.96
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_60_69,2025,15.23
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_70_79,2025,13.39
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_80_89,2025,9.35
Centrum,Genk-Centrum,campagnebuurt,demografie_leeftijd_90plus,2025,2.5
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2005,15990.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2006,16572.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2007,17203.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2008,18329.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2009,18593.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2010,18597.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2011,19348.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2012,20109.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2013,20552.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2014,21060.0
